country,population,area,gini_index,happy_planet_index,hdi_index,world_happiness_score,sustainable_economic_development_assessment,gdp_billions,gdp_per_capita,gdp_growth_annual_pct,health_expenditure_pct_gdp,health_expenditure_per_person,education_expenditure_pct_gdp,education_expenditure_per_person,school_years,unemployment_pct,government_spending_score,government_expenditure_pct_gdp,political_rights_score,civil_liberties_score,political_stability,government_effectiveness,regulatory_quality,rule_of_law,control_of_corruption,judicial_effectiveness_score,government_integrity_score,property_rights_score,overall_economic_freedom_score,women_mps_pct,index,happiest_country,region,employment_rate,population_scaled,area_scaled,gini_index_scaled,happy_planet_index_scaled,hdi_index_scaled,world_happiness_score_scaled,sustainable_economic_development_assessment_scaled,gdp_billions_scaled,gdp_per_capita_scaled,gdp_growth_annual_pct_scaled,health_expenditure_pct_gdp_scaled,health_expenditure_per_person_scaled,education_expenditure_pct_gdp_scaled,education_expenditure_per_person_scaled,school_years_scaled,unemployment_pct_scaled,government_spending_score_scaled,government_expenditure_pct_gdp_scaled,political_rights_score_scaled,civil_liberties_score_scaled,political_stability_scaled,government_effectiveness_scaled,regulatory_quality_scaled,rule_of_law_scaled,control_of_corruption_scaled,judicial_effectiveness_score_scaled,government_integrity_score_scaled,property_rights_score_scaled,overall_economic_freedom_score_scaled,women_mps_pct_scaled,index_scaled,employment_rate_scaled
Mauritius,13e5,2030,35.9,27.4,0.79,6.174117565,60.2,25.9,20422,3.4,5.53717104,1099,4.916950226,499.2640881977968,15,7.8,80.7,25.4,1,2,0.99,0.9,1,0.68,0.2,69.6,52.1,68.7,75.1,11.6,42,FALSE,NA,92.2,0.00072165692429818865,1.0465625062204525e-4,NA,NA,0.7218430034129694,0.6365487882322457,0.6372832369942197,0.0010662983944458536,0.19128987624696422,0.6616915422885572,0.2041113188298778,0.11226851851851852,NA,NA,0.6153846153846154,0.29296875,0.8340425531914895,0.31236442516268975,0,0.16666666666666666,0.8496240601503758,0.6708542713567839,0.6956521739130435,0.6409574468085107,0.44414168937329696,0.6824146981627297,0.4637146371463715,0.631055900621118,0.7254509018036072,0.19101123595505617,0.30597014925373134,0.7070312500000001
Slovenia,21e5,20151,24.4,24.6,0.896,6.166837692,72.6,66.2,32085,2.9,8.54318382,2734,5.294439793,1281.3831290489588,17,8.7,31.2,47.9,1,1,0.89,1.17,0.58,1.02,0.81,57.7,52.1,76.6,64.8,36.7,43,FALSE,NA,91.3,0.0012989824637367395,0.0012111182795147418,NA,NA,0.9027303754266213,0.6349095946139109,0.8164739884393064,0.002959330345818889,0.30413832473802865,0.6368159203980099,0.4158521982590005,0.2843013468013468,NA,NA,0.7692307692307693,0.32812499999999994,0.30744680851063827,0.8004338394793926,0,0,0.8245614035087719,0.7386934673366834,0.5815217391304348,0.7313829787234043,0.6103542234332425,0.5262467191601051,0.4637146371463715,0.7291925465838509,0.5190380761523046,0.75505617977528094,0.31343283582089554,0.6718749999999999
Colombia,49e6,1038700,51.1,40.7,0.843,6.157341957,49.1,688.8,14130,3.1,6.19132764,853,4.665160179,369.17228923051096,14,9.9,74.4,29.2,3,3,-0.79,-0.07,0.34,-0.36,-0.37,36.4,33.4,60.7,68.9,18.7,44,FALSE,NA,90.1,0.03514469221332179,0.06340336998011775,NA,NA,0.8122866894197952,0.6327714600319757,0.4768786127167631,0.03220502992211794,0.1304099621677584,0.6467661691542288,0.2501895307024051,0.08638468013468013,NA,NA,0.5384615384615384,0.375,0.7670212765957448,0.3947939262472885,0.3333333333333333,0.3333333333333333,0.4035087719298245,0.4271356783919598,0.5163043478260869,0.3643617021276596,0.28882833787465945,0.24671916010498687,0.23370233702337023,0.5316770186335404,0.6012024048096194,0.350561797752809,0.3208955223880597,0.6249999999999998
Kuwait,42e5,17818,NA,NA,0.803,6.093905449,65.7,303.7,71887,0.9,4.03326864,2978,NA,NA,13,2.4,20.5,51.5,5,5,-0.04,-0.17,-0.06,0.1,-0.5,53.5,36.6,52,62.2,3.1,46,FALSE,NA,97.6,0.0028144620047629355,0.001068666101742728,NA,NA,0.7440273037542664,0.6184875955905172,0.7167630057803469,0.014115536014580574,0.6892531276910722,0.5373134328358209,0.09817776496402623,0.30997474747474746,NA,NA,0.46153846153846156,0.08203125000000001,0.19361702127659575,0.878524945770065,0.6666666666666666,0.6666666666666666,0.5914786967418546,0.4020100502512563,0.4076086956521739,0.4867021276595745,0.2534059945504087,0.4711286089238846,0.2730627306273063,0.42360248447204973,0.466933867735471,0,0.3358208955223881,0.9179687499999997
Latvia,2e6,62249,34.5,17.1,0.847,6.093905449,66.1,50.6,25710,2.7,5.76059881,1429,5.268799782,828.0640191631012,16,9.9,59,37,2,2,0.46,0.9,1.15,0.93,-0.94,58.9,45.4,68.3,73.6,16,47,FALSE,NA,90.1,0.0012268167713069206,0.0037816076836494333,NA,NA,0.8191126279863481,0.6184875955905172,0.7225433526011561,0.0022265437839970688,0.24245532215459936,0.6268656716417911,0.21984937317996206,0.14699074074074073,NA,NA,0.6923076923076923,0.375,0.6031914893617022,0.5639913232104121,0.16666666666666666,0.16666666666666666,0.7167919799498746,0.6708542713567839,0.7364130434782609,0.7074468085106383,0.1335149863760218,0.541994750656168,0.3813038130381304,0.6260869565217391,0.6953907815631262,0.2898876404494382,0.34328358208955223,0.6249999999999998
Romania,2e7,229891,27.3,28.8,0.811,6.089904785,60,441.6,22348,3.7,10.64553884,1090,3.128509998,313.48460663453113,15,6.4,66.9,33.2,2,2,0.06,-0.17,0.49,0.39,-0.03,59.7,40,61,69.4,20.7,48,FALSE,NA,93.6,0.014216641408674317,0.014017770558084036,NA,NA,0.7576791808873722,0.6175867745325261,0.6343930635838151,0.020593181327095256,0.2099253998509932,0.6766169154228856,0.5639402249529626,0.11132154882154882,NA,NA,0.6153846153846154,0.23828125000000003,0.6872340425531915,0.4815618221258135,0.16666666666666666,0.16666666666666666,0.6165413533834586,0.4020100502512563,0.5570652173913043,0.5638297872340426,0.38147138964577654,0.55249343832021,0.3148831488314883,0.5354037267080746,0.6112224448897797,0.39550561797752803,0.35074626865671643,0.7617187499999998
Hungary,1e7,89608,28.2,26.4,0.838,6.065038681,66.1,270.3,27482,2.9,7.23613379,1912,4.631949902,657.8033358730155,15,5.2,29.4,48.5,3,2,0.81,0.51,0.65,0.53,0.09,57.1,36.4,57.6,66.7,10.1,49,FALSE,NA,94.8,0.00700007216569243,0.005452138815953129,NA,NA,0.8037542662116041,0.6119877264461591,0.7225433526011561,0.012546621196321038,0.2596007779315149,0.6368159203980099,0.3237847510906418,0.1978114478114478,NA,NA,0.6153846153846154,0.19140625000000003,0.28829787234042553,0.8134490238611713,0.3333333333333333,0.16666666666666666,0.8045112781954886,0.5728643216080402,0.6005434782608695,0.601063829787234,0.4141689373297003,0.5183727034120735,0.27060270602706027,0.49316770186335407,0.5571142284569139,0.15730337078651685,0.3582089552238806,0.8085937499999999
Cyprus,8e5,9241,34.8,30.7,0.869,6.062051296,65.9,29.7,34970,1.6,6.76967432,2137,NA,NA,15,11.7,52.9,39.6,1,1,0.6,0.92,1.03,0.88,0.78,56.7,41.3,71.2,67.8,17.9,50,FALSE,NA,88.3,3.608284621490943e-4,5.449574310395297e-4,NA,NA,0.8566552901023892,0.6113150632791631,0.7196531791907517,0.0012447976851460408,0.3320529070836276,0.572139303482587,0.29092775891383454,0.22148569023569023,NA,NA,0.6153846153846154,0.4453125,0.5382978723404256,0.6203904555314533,0,0,0.7518796992481203,0.6758793969849246,0.7038043478260869,0.6941489361702128,0.6021798365122616,0.5131233595800526,0.33087330873308735,0.6621118012422361,0.5791583166332666,0.3325842696629213,0.3656716417910448,0.5546874999999999
Argentina,44e6,2736690,41.7,35.2,0.825,6.039330006,57.3,874.1,20048,1.2,2.94697845,1390,5.361440182,656.522506614818,17,6.6,55.6,38.5,2,2,0.18,0.16,-0.29,-0.25,-0.26,44.5,32.6,40.8,52.3,38.9,51,FALSE,NA,93.4,0.031536407591830844,0.16708205550737948,NA,NA,0.7815699658703071,0.6061989584283874,0.5953757225433527,0.04090921901862969,0.18767114009540303,0.5522388059701492,0.021660445518089336,0.1428872053872054,NA,NA,0.7692307692307693,0.24609375,0.5670212765957447,0.596529284164859,0.16666666666666666,0.16666666666666666,0.6466165413533834,0.4849246231155779,0.3451086956521739,0.39361702127659576,0.3188010899182561,0.35301837270341213,0.22386223862238627,0.28447204968944095,0.2685370741482966,0.8044943820224718,0.373134328358209,0.7539062500000002
Honduras,9e6,111890,47.1,27.2,0.617,6.019985676,41.9,43.2,5272,3.6,7.59248549,353,NA,NA,11,6.3,76.6,27.9,4,4,-0.55,-0.51,-0.44,-1.05,-0.72,34.5,28.2,44.3,60.6,25.8,52,FALSE,NA,93.7,0.006278415241394241,0.006812670074039718,NA,NA,0.42662116040955633,0.6018432365240411,0.37283236994219654,0.0018789399021072312,0.04470203481340287,0.6716417910447761,0.3488858494113425,0.03377525252525253,NA,NA,0.3076923076923077,0.23437500000000003,0.7904255319148936,0.3665943600867679,0.5,0.5,0.4636591478696741,0.3165829145728643,0.30434782608695654,0.18085106382978722,0.19346049046321526,0.22178477690288714,0.16974169741697417,0.3279503105590062,0.43486973947895796,0.5101123595505618,0.3805970149253731,0.7656250000000001
Estonia,13e5,42388,34.8,17.9,0.871,5.938395977,70.8,38.5,29313,1.1,6.22404145,1887,NA,NA,16,6.9,52.6,39.8,1,1,0.66,1.12,1.64,1.28,1.24,83.9,75.7,80.4,78.8,26.7,54,FALSE,NA,93.1,0.00072165692429818865,0.0025689018530750804,NA,NA,0.8600682593856656,0.5834718564295472,0.7904624277456648,0.0016581644636096313,0.2773171038499869,0.5472636815920398,0.25249386252193823,0.19518097643097643,NA,NA,0.6923076923076923,0.25781250000000006,0.5351063829787235,0.6247288503253795,0,0,0.7669172932330827,0.7261306532663316,0.8695652173913043,0.800531914893617,0.7275204359673024,0.8700787401574805,0.7539975399753999,0.7763975155279504,0.7995991983967936,0.5303370786516853,0.39552238805970147,0.7421874999999998
Japan,127e6,364485,37.9,28.3,0.909,5.910676479,75.2,5237.8,41275,0.5,10.89815618,4405,3.59059,1368.351742818756,15,3.1,54.1,39.1,1,1,1.12,1.62,1.37,1.57,1.52,73.2,79.2,86,72.3,9.3,55,FALSE,NA,96.9,0.0914339323085805,0.02223603391644084,NA,NA,0.9249146757679182,0.5772303156464815,0.8540462427745666,0.24588747028926283,0.39305860610927806,0.5174129353233831,0.5817343667764866,0.46012205387205385,NA,NA,0.6153846153846154,0.10937500000000001,0.5510638297872341,0.6095444685466378,0,0,0.8822055137844611,0.8517587939698493,0.7961956521739131,0.8776595744680851,0.8038147138964579,0.7296587926509187,0.7970479704797048,0.8459627329192546,0.6693386773547094,0.13932584269662923,0.40298507462686567,0.8906250000000001
Kazakhstan,18e6,2699700,26.3,19.1,0.8,5.882351398,57.7,451.3,25145,1.2,3.88047502,903,NA,NA,15,5.2,85.3,22.2,7,5,0.02,0.01,0.17,-0.41,0.26,58.1,44.6,56,69.1,27.1,57,FALSE,NA,94.8,0.012773327560077938,0.16482345882680222,NA,NA,0.7389078498293516,0.5708524170191275,0.601156069364162,0.02104882425335626,0.2369885148668131,0.5522388059701492,0.08741511761761035,0.09164562289562289,NA,NA,0.6153846153846154,0.19140625000000003,0.8829787234042553,0.24295010845986983,1,0.6666666666666666,0.606516290726817,0.4472361809045226,0.4701086956521739,0.3510638297872341,0.4604904632152588,0.531496062992126,0.37146371463714645,0.47329192546583854,0.6052104208416833,0.5393258426966292,0.417910447761194,0.8085937499999999
Ecuador,17e6,276841,45.9,37,0.752,5.839518547,48.1,183.6,11109,0,6.76967432,980,NA,NA,15,5.4,52.5,39.8,3,3,-0.1,-0.32,-1,-0.7,-0.6,23.3,30.2,36.7,48.5,38,59,FALSE,NA,94.6,0.01205167063577975,0.016884521413804587,NA,NA,0.6569965870307167,0.5612078344811796,0.46242774566474,0.008474018958503613,0.10117947576704628,0.4925373134328358,0.29092775891383454,0.09974747474747475,NA,NA,0.6153846153846154,0.19921875000000003,0.5340425531914894,0.6247288503253795,0.3333333333333333,0.3333333333333333,0.5764411027568922,0.364321608040201,0.15217391304347827,0.273936170212766,0.22615803814713895,0.07480314960629922,0.1943419434194342,0.23354037267080752,0.19238476953907818,0.7842696629213483,0.43283582089552236,0.8007812499999998
Pakistan,197e6,770875,30.7,31.5,0.562,5.8308706279999996,27.9,988.2,5106,4.2,2.6894981,134,2.465929985,32.47584331839067,8,5.9,88.2,19.8,4,5,-2.4,-0.58,-0.59,-0.72,-0.78,34,27.3,36,54.4,20.6,60,FALSE,NA,94.1,0.1419499170094537,0.04705006757472145,NA,NA,0.33276450511945405,0.5592606008362142,0.17052023121387283,0.04626889508939057,0.04309585780495593,0.7014925373134329,0.0035237575746939736,0.010732323232323232,NA,NA,0.07692307692307693,0.21875000000000003,0.9138297872340426,0.1908893709327549,0.5,0.6666666666666666,0,0.2989949748743718,0.26358695652173914,0.26861702127659576,0.17711171662125338,0.21522309711286092,0.15867158671586717,0.22484472049689444,0.31062124248497,0.39325842696629215,0.44029850746268656,0.7812499999999998
Tajikistan,9e6,141510,32.6,34.2,0.65,5.829234123,41.3,149.8,3080,7,6.12306537,193,NA,NA,11,2.6,89.8,18.5,7,6,-0.67,-1.12,-1.06,-1.35,-1.33,34.7,31.8,38,59.9,19,61,FALSE,NA,97.4,0.006278415241394241,0.008621257088873428,NA,NA,0.4829351535836178,0.5588921124639071,0.36416184971098264,0.006886314741223003,0.023492757689814323,0.8407960199004973,0.24538119682644996,0.01694023569023569,NA,NA,0.3076923076923077,0.08984375000000001,0.9308510638297872,0.16268980477223427,1,0.8333333333333334,0.43358395989974935,0.16331658291457285,0.1358695652173913,0.10106382978723402,0.02724795640326972,0.22440944881889768,0.2140221402214022,0.24968944099378884,0.4208416833667335,0.35730337078651686,0.44776119402985076,0.9101562500000001
Portugal,1e7,91470,33.9,24.8,0.847,5.711499214,70.8,298.7,28933,1.5,8.97237559,2661,5.123250008,1131.0882478510753,17,11.2,29.8,48.4,1,1,1.08,1.33,0.91,1.13,0.87,70.1,56.8,69.2,63.4,34.8,62,FALSE,NA,88.8,0.00700007216569243,0.00556583189568373,NA,NA,0.8191126279863481,0.5323819918219662,0.7904624277456648,0.01388066852681717,0.273640313107759,0.5671641791044776,0.4460840866355835,0.27662037037037035,NA,NA,0.7692307692307693,0.42578125,0.2925531914893617,0.8112798264642082,0,0,0.8721804511278195,0.7788944723618091,0.6711956521739131,0.7606382978723404,0.6267029972752043,0.6889763779527559,0.5215252152521526,0.6372670807453417,0.4909819639278557,0.7123595505617977,0.4552238805970149,0.5742187499999999
Peru,32e6,1279996,45.3,34.6,0.75,5.710936546,49.3,406.2,12903,3.3,5.26480404,671,3.691210032,239.63572186744514,13,4.9,85.6,21.9,2,3,-0.26,-0.13,0.42,-0.5,-0.5,33.5,36.6,56.9,68.7,27.7,63,FALSE,NA,95.1,0.02287652450025258,0.07813682076780563,NA,NA,0.6535836177474403,0.5322552970575327,0.47976878612716767,0.018930319513730354,0.11853779837640661,0.6567164179104477,0.18492602843750897,0.06723484848484848,NA,NA,0.46153846153846156,0.17968750000000003,0.8861702127659574,0.23644251626898044,0.16666666666666666,0.3333333333333333,0.5363408521303257,0.4120603015075377,0.5380434782608695,0.3271276595744681,0.2534059945504087,0.20866141732283466,0.2730627306273063,0.484472049689441,0.5971943887775553,0.5528089887640449,0.4626865671641791,0.8203124999999998
Kyrgyzstan,6e6,191801,33.4,33.1,0.672,5.629536629,45.4,21.5,3521,3.5,8.21788363,287,5.531599998,70.79174527475111,13,7.7,58.2,37.3,5,5,-0.43,-0.71,-0.35,-0.93,-0.33,22.1,29.4,50.2,62.8,19.2,66,FALSE,NA,92.3,0.004113444468499676,0.011692008255753988,NA,NA,0.5204778156996588,0.5139266497748991,0.4234104046242775,8.596150052140583e-4,0.02775977010382096,0.6666666666666666,0.39293834081722984,0.02683080808080808,NA,NA,0.46153846153846156,0.28906250000000006,0.5946808510638298,0.5704989154013015,0.6666666666666666,0.6666666666666666,0.49373433583959897,0.2663316582914573,0.3288043478260869,0.2127659574468085,0.2997275204359673,0.05905511811023623,0.18450184501845016,0.40124223602484477,0.4789579158316633,0.36179775280898874,0.48507462686567165,0.7109374999999999
Turkey,81e6,769632,40.2,26.4,0.791,5.607262135,53.3,1988.3,24912,3.8,4.13853307,996,4.37116003,530.1107637062988,16,10.3,68.1,32.6,5,6,-1.8,0.07,0.04,-0.25,-0.19,54.5,42,54.7,65.4,14.6,68,FALSE,NA,89.7,0.05823771379086382,0.04697417042214082,NA,NA,0.7235494880546076,0.5089111490351975,0.5375722543352601,0.09324708999182661,0.2347340615959207,0.6815920398009949,0.10559249823765035,0.10143097643097643,NA,NA,0.6923076923076923,0.39062500000000006,0.7,0.4685466377440347,0.6666666666666666,0.8333333333333334,0.15037593984962402,0.4623115577889447,0.43478260869565216,0.39361702127659576,0.33787465940054495,0.48425196850393704,0.33948339483394835,0.4571428571428572,0.5310621242484972,0.25842696629213485,0.5,0.6093750000000001
Dominican Republic,11e6,48320,47.1,30.3,0.736,5.605202675,48.1,161.8,16050,7,6.22404145,873,NA,NA,13,14.4,90.6,17.7,3,3,0.16,-0.35,-0.08,-0.42,-0.74,23.1,26.2,51.7,61.6,26.8,69,FALSE,NA,85.6,0.007721729089990618,0.0029311077332909337,NA,NA,0.6296928327645052,0.5084474247794014,0.46242774566474,0.007449996711855173,0.14898743118112065,0.8407960199004973,0.25249386252193823,0.08848905723905724,NA,NA,0.46153846153846156,0.55078125,0.9393617021276596,0.14533622559652926,0.3333333333333333,0.3333333333333333,0.6416040100250626,0.35678391959798994,0.4021739130434782,0.348404255319149,0.1880108991825613,0.07217847769028872,0.14514145141451415,0.41987577639751555,0.4549098196392786,0.5325842696629214,0.5074626865671642,0.44921874999999983
Philippines,105e6,298170,44.4,35,0.699,5.594270229,44.5,805.2,7728,5.8,4.41351594,323,NA,NA,13,5.9,89.3,18.9,3,3,-1.24,-0.06,0.02,-0.41,-0.48,38.2,34.4,45,65,29.5,70,FALSE,NA,94.1,0.07555747997402035,0.01818686281959082,NA,NA,0.5665529010238908,0.5059857890179001,0.4104046242774567,0.03767274503724999,0.06846571392632872,0.781094527363184,0.12496204819736279,0.030618686868686868,NA,NA,0.46153846153846156,0.21875000000000003,0.925531914893617,0.17136659436008672,0.3333333333333333,0.3333333333333333,0.2907268170426065,0.4296482412060301,0.42934782608695654,0.3510638297872341,0.25885558583106266,0.2703412073490814,0.24600246002460024,0.33664596273291925,0.5230460921843688,0.593258426966292,0.5149253731343284,0.7812499999999998
Russia,144e6,16377742,41.2,18.7,0.816,5.578742981,57,3799.7,26490,-3.7,7.00916167,1414,NA,NA,15,5.7,62.5,35.3,7,6,-0.67,-0.08,-0.48,-0.79,-0.89,46.9,38.1,48.7,58.2,15.8,71,FALSE,NA,94.3,0.1037021000216497,1,NA,NA,0.7662116040955631,0.5024895514005819,0.5910404624277458,0.1783348834587526,0.2500024189412778,0.30845771144278605,0.30779703586386475,0.1454124579124579,NA,NA,0.6153846153846154,0.21093750000000003,0.6404255319148936,0.527114967462039,1,0.8333333333333334,0.43358395989974935,0.42462311557788945,0.29347826086956524,0.25,0.14713896457765666,0.38451443569553806,0.29151291512915134,0.382608695652174,0.3867735470941885,0.28539325842696633,0.5223880597014925,0.7890624999999999
Belarus,1e7,202900,26.5,21.7,0.808,5.552915096,59.9,171,18e3,-3.9,6.11132497,1085,4.818309784,400.8117108202393,16,0.5,47.9,41.7,6,6,0.03,-0.35,-0.74,-0.82,-0.26,57.3,42,53.5,58.1,34.5,72,FALSE,NA,99.5,0.00700007216569243,0.012369709379239448,NA,NA,0.7525597269624574,0.49667394111904534,0.6329479768786128,0.007882152889339836,0.16785517314781667,0.29850746268656714,0.2445542134425504,0.11079545454545454,NA,NA,0.6923076923076923,0.007812500000000002,0.48510638297872344,0.665943600867679,0.8333333333333334,0.8333333333333334,0.6090225563909774,0.35678391959798994,0.22282608695652176,0.2420212765957447,0.3188010899182561,0.520997375328084,0.33948339483394835,0.4422360248447205,0.38476953907815636,0.7056179775280899,0.5298507462686567,0.9921874999999999
Ghana,29e6,227533,42.3,21.4,0.592,5.481310844,40.2,121.7,4412,3.5,5.90823662,249,6.159830093,89.29676639577795,12,5.8,79,26.5,1,2,0.09,-0.11,-0.14,0.13,-0.23,43.7,32.9,48.9,56,12.7,73,FALSE,NA,94.2,0.020711553727358015,0.01387379188890855,NA,NA,0.3839590443686007,0.4805509630225834,0.3482658959537573,0.005566359459992672,0.03638087681783437,0.6666666666666666,0.23024884983368066,0.022832491582491583,NA,NA,0.38461538461538464,0.21484375000000003,0.8159574468085107,0.33622559652928413,0,0.16666666666666666,0.6240601503759398,0.41708542713567837,0.38586956521739124,0.4946808510638298,0.32697547683923706,0.34251968503937014,0.22755227552275523,0.38509316770186336,0.34268537074148303,0.2157303370786517,0.5373134328358209,0.7851562500000001
Croatia,42e5,55974,30.8,30.2,0.831,5.343165874,64.5,95.1,22795,1.6,7.40361536,1656,NA,NA,15,13.5,32.5,47.4,1,2,0.75,0.58,0.42,0.33,0.19,56.5,40.5,65.9,61,18.5,74,FALSE,NA,86.5,0.0028144620047629355,0.003398458341377943,NA,NA,0.7918088737201365,0.4494451520793116,0.6994219653179191,0.004316864425091363,0.21425046685566662,0.572139303482587,0.33558200463391186,0.17087542087542087,NA,NA,0.6153846153846154,0.515625,0.32127659574468087,0.789587852494577,0,0.16666666666666666,0.7894736842105262,0.5904522613065327,0.5380434782608695,0.547872340425532,0.44141689373297,0.510498687664042,0.32103321033210336,0.596273291925466,0.4428857715430862,0.3460674157303371,0.5447761194029851,0.48437500000000006
Mongolia,3e6,1553556,34,14.3,0.741,5.333850384,50.6,37,12275,2.3,3.86991881,470,4.714849949,197.1553786915453,15,6.7,57.1,37.8,1,2,0.82,-0.26,-0.12,-0.3,-0.45,30.9,34.8,51,55.7,17.1,75,FALSE,NA,93.3,0.0019484736956051094,0.09484030030115843,NA,NA,0.6382252559726963,0.4473476028831016,0.4985549132947978,0.0015877042172806103,0.11246141788661938,0.6069651741293531,0.08667154752911643,0.046085858585858584,NA,NA,0.6153846153846154,0.25000000000000006,0.5829787234042554,0.581344902386117,0,0.16666666666666666,0.807017543859649,0.3793969849246231,0.3913043478260869,0.3803191489361702,0.2670299727520436,0.17454068241469814,0.25092250922509224,0.4111801242236025,0.3366733466933869,0.31460674157303375,0.5522388059701493,0.7499999999999999
Moldova,36e5,32891,26.8,NA,0.7,5.325530529,48.7,18.9,5328,-1.1,10.17682846,515,7.464509964,167.56061472713216,12,5,56.7,38,3,3,-0.24,-0.51,-0.04,-0.41,-0.8,26.3,26.6,53.5,58.4,22.8,76,FALSE,NA,95,0.0023814678501840225,0.0019890182987241096,NA,NA,0.568259385665529,0.44547423871569525,0.4710982658959539,7.374839115770883e-4,0.04524387765962593,0.43781094527363185,0.5309246806681647,0.05082070707070707,NA,NA,0.38461538461538464,0.18359375000000003,0.5787234042553192,0.5856832971800434,0.3333333333333333,0.3333333333333333,0.5413533834586466,0.3165829145728643,0.41304347826086957,0.3510638297872341,0.17166212534059944,0.1141732283464567,0.15006150061500617,0.4422360248447205,0.3907815631262525,0.44269662921348313,0.5597014925373134,0.81640625
Nigeria,191e6,910768,48.8,22.2,0.532,5.321928024,26.5,1091.2,5942,2.7,3.56466763,215,NA,NA,9,5,96.3,11,3,5,-1.94,-0.96,-0.89,-0.87,-1.07,39.6,14.4,38,58.5,5.6,77,FALSE,NA,95,0.13761997546366458,0.05559188605095819,NA,NA,0.28156996587030725,0.4446630702782763,0.15028901734104047,0.05110716533731669,0.0511847974378574,0.6268656716417911,0.06516992460521874,0.019255050505050504,NA,NA,0.15384615384615385,0.18359375000000003,1,0,0.3333333333333333,0.6666666666666666,0.11528822055137843,0.2035175879396985,0.18206521739130435,0.22872340425531915,0.09809264305177108,0.2887139107611549,0,0.24968944099378884,0.39278557114228463,0.05617977528089887,0.5671641791044776,0.81640625
Morocco,36e6,446300,40.9,32.7,0.667,5.312482834,45.8,281.8,8330,4.5,5.52786362,435,NA,NA,12,10,70.5,31.4,5,5,-0.41,-0.16,-0.23,-0.17,-0.13,44.3,41.3,53.8,61.9,20.5,78,FALSE,NA,90,0.025763152197445335,0.02723162968344354,NA,NA,0.5119453924914676,0.44253631680717065,0.4291907514450867,0.013086816418176866,0.07429052452322668,0.7164179104477612,0.2034557124036083,0.04240319865319865,NA,NA,0.38461538461538464,0.37890625,0.725531914893617,0.4425162689804772,0.6666666666666666,0.6666666666666666,0.49874686716791977,0.40452261306532666,0.36141304347826086,0.41489361702127664,0.35422343324250677,0.35039370078740156,0.33087330873308735,0.44596273291925465,0.46092184368737477,0.39101123595505616,0.5746268656716418,0.62109375
Algeria,41e6,2381740,35.3,33.3,0.754,5.248912334,45.8,612.5,15027,3.7,7.05668786,1031,NA,NA,14,11.2,45.9,42.5,6,5,-0.96,-0.6,-1.2,-0.86,-0.61,35.2,29,27.8,44.7,25.8,79,FALSE,NA,88.8,0.029371436818936277,0.145408930560883,NA,NA,0.6604095563139932,0.428222281670247,0.4291907514450867,0.028620952058848396,0.13908912347243857,0.6766169154228856,0.31114473861931197,0.10511363636363637,NA,NA,0.5384615384615384,0.42578125,0.46382978723404256,0.6832971800433839,0.8333333333333334,0.6666666666666666,0.3609022556390977,0.29396984924623115,0.09782608695652176,0.23138297872340427,0.22343324250681199,0.23097112860892394,0.1795817958179582,0.12298136645962736,0.11623246492985981,0.5101123595505618,0.582089552238806,0.5742187499999999
Lebanon,46e5,10230,NA,21.9,0.757,5.153989792,44.8,85.2,18525,1,7.43147196,1117,NA,NA,11,6.8,78.2,26.9,6,4,-1.59,-0.51,-0.31,-0.82,0.54,33.6,20.2,39.7,53.2,3.1,83,FALSE,NA,93.2,0.003103124774482211,6.053454309608848e-4,NA,NA,0.6655290102389079,0.40684877349469223,0.4147398843930636,0.003851826799319824,0.1729349498311579,0.5422885572139303,0.33754419888043974,0.11416245791245791,NA,NA,0.3076923076923077,0.25390625,0.8074468085106383,0.34490238611713664,0.8333333333333334,0.5,0.20300751879699241,0.3165829145728643,0.33967391304347827,0.2420212765957447,0.5367847411444142,0.20997375328083992,0.07134071340713406,0.27080745341614915,0.2865731462925853,0,0.6119402985074627,0.7460937500000001
Azerbaijan,1e7,82629,33.7,NA,0.757,5.152279377,51.1,165.5,17439,1.1,6.67801847,1191,2.633039951,207.7814278317732,13,5.1,59.4,36.8,7,6,-0.76,-0.16,-0.25,-0.56,-0.88,36.8,39.9,53.6,64.3,16.8,84,FALSE,NA,94.9,0.00700007216569243,0.005026003475759866,NA,NA,0.6655290102389079,0.4064636429638844,0.5057803468208093,0.007623798652800091,0.1624270689204749,0.5472636815920398,0.28447160196967686,0.1219486531986532,NA,NA,0.46153846153846156,0.1875,0.6074468085106383,0.5596529284164858,1,0.8333333333333334,0.41102756892230574,0.40452261306532666,0.35597826086956524,0.31117021276595747,0.14986376021798364,0.25196850393700787,0.31365313653136534,0.44347826086956527,0.5090180360721442,0.3078651685393259,0.6194029850746269,0.8125000000000002
